timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1629372175779,7147,create a to do,201,,jp@gc - soak test 1-276,text,true,,666,258,500,500,http://localhost:8080/todos,7144,0,0
1629372182926,0,create a to do-0,200,OK,jp@gc - soak test 1-276,text,true,,310,0,500,500,null,0,0,0
1629372181408,1472,get all todos,200,,jp@gc - soak test 1-480,text,true,,91169,121,500,500,http://localhost:8080/todos,1472,0,1
1629372181407,1475,get all todos,200,,jp@gc - soak test 1-498,text,true,,91105,121,500,500,http://localhost:8080/todos,1475,0,1
1629372178282,4601,get all todos,200,,jp@gc - soak test 1-196,text,true,,91169,121,500,500,http://localhost:8080/todos,4601,0,0
1629372181446,1482,delete to do,200,,jp@gc - soak test 1-287,text,true,,266,213,500,500,http://localhost:8080/todos/10983,1477,0,0
1629372181456,1479,delete to do,200,,jp@gc - soak test 1-284,text,true,,266,213,500,500,http://localhost:8080/todos/10981,1479,0,0
1629372179384,3551,create a to do,201,,jp@gc - soak test 1-152,text,true,,666,258,500,500,http://localhost:8080/todos,3551,0,0
1629372182935,0,create a to do-0,200,OK,jp@gc - soak test 1-152,text,true,,310,0,500,500,null,0,0,0
1629372181418,1518,delete to do,200,,jp@gc - soak test 1-160,text,true,,266,213,500,500,http://localhost:8080/todos/10979,1514,0,0
1629372175779,7157,create a to do,201,,jp@gc - soak test 1-184,text,true,,666,258,500,500,http://localhost:8080/todos,7157,0,0
1629372182936,0,create a to do-0,200,OK,jp@gc - soak test 1-184,text,true,,310,0,500,500,null,0,0,0
1629372177531,5407,update a to do,200,,jp@gc - soak test 1-21,text,true,,323,260,500,500,http://localhost:8080/todos/10873,5402,0,0
1629372181452,1487,update a to do,200,,jp@gc - soak test 1-188,text,true,,323,260,500,500,http://localhost:8080/todos/11055,1487,0,0
1629372180390,2559,delete to do,200,,jp@gc - soak test 1-399,text,true,,266,213,500,500,http://localhost:8080/todos/10938,2559,0,0
1629372181499,1450,update a to do,200,,jp@gc - soak test 1-229,text,true,,323,260,500,500,http://localhost:8080/todos/11057,1450,0,0
1629372181508,1443,delete to do,200,,jp@gc - soak test 1-154,text,true,,266,213,500,500,http://localhost:8080/todos/10985,1443,0,0
1629372181513,1442,update a to do,200,,jp@gc - soak test 1-131,text,true,,323,260,500,500,http://localhost:8080/todos/11056,1442,0,0
1629372181536,1420,create a to do,201,,jp@gc - soak test 1-47,text,true,,665,258,500,500,http://localhost:8080/todos,1420,0,0
1629372182956,0,create a to do-0,200,OK,jp@gc - soak test 1-47,text,true,,309,0,500,500,null,0,0,0
1629372181496,1433,get all todos,200,,jp@gc - soak test 1-205,text,true,,91115,121,500,500,http://localhost:8080/todos,1415,0,2
1629372181543,1423,update a to do,200,,jp@gc - soak test 1-251,text,true,,323,260,500,500,http://localhost:8080/todos/11059,1423,0,0
1629372181540,1433,update a to do,200,,jp@gc - soak test 1-286,text,true,,323,260,500,500,http://localhost:8080/todos/11058,1433,0,0
1629372181536,1439,create a to do,201,,jp@gc - soak test 1-64,text,true,,665,258,500,500,http://localhost:8080/todos,1439,0,0
1629372182975,0,create a to do-0,200,OK,jp@gc - soak test 1-64,text,true,,309,0,500,500,null,0,0,0
