timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1629372428070,541,get all todos,200,,jp@gc - stress test 1-1426,text,true,,91896,121,2000,2000,http://localhost:8080/todos,541,0,1
1629372427566,436,get all todos,200,,jp@gc - stress test 1-1498,text,true,,91896,121,2000,2000,http://localhost:8080/todos,436,0,1
1629372428433,66,get all todos,200,,jp@gc - stress test 1-1489,text,true,,91896,121,2000,2000,http://localhost:8080/todos,40,0,4
1629372427569,226,get all todos,200,,jp@gc - stress test 1-1497,text,true,,91896,121,2000,2000,http://localhost:8080/todos,225,0,2
1629372427553,437,get all todos,200,,jp@gc - stress test 1-1503,text,true,,91896,121,2000,2000,http://localhost:8080/todos,437,0,2
1629372427565,257,get all todos,200,,jp@gc - stress test 1-1684,text,true,,91896,121,2000,2000,http://localhost:8080/todos,53,0,1
1629372427568,413,get all todos,200,,jp@gc - stress test 1-1682,text,true,,91896,121,2000,2000,http://localhost:8080/todos,412,0,1
1629372428295,80,get all todos,200,,jp@gc - stress test 1-1224,text,true,,91896,121,2000,2000,http://localhost:8080/todos,79,0,2
1629372428019,54,get all todos,200,,jp@gc - stress test 1-1580,text,true,,91896,121,2000,2000,http://localhost:8080/todos,54,0,3
1629372428032,673,get all todos,200,,jp@gc - stress test 1-1474,text,true,,91896,121,2000,2000,http://localhost:8080/todos,67,0,1
1629372428041,440,get all todos,200,,jp@gc - stress test 1-1468,text,true,,91896,121,2000,2000,http://localhost:8080/todos,95,0,1
1629372428045,454,get all todos,200,,jp@gc - stress test 1-1461,text,true,,91896,121,2000,2000,http://localhost:8080/todos,143,0,2
1629372428061,373,get all todos,200,,jp@gc - stress test 1-1437,text,true,,91896,121,2000,2000,http://localhost:8080/todos,372,0,3
1629372427788,980,get all todos,200,,jp@gc - stress test 1-1492,text,true,,91896,121,2000,2000,http://localhost:8080/todos,157,0,2
1629372428029,626,get all todos,200,,jp@gc - stress test 1-1479,text,true,,91896,121,2000,2000,http://localhost:8080/todos,114,0,6
1629372428073,582,get all todos,200,,jp@gc - stress test 1-830,text,true,,91896,121,2000,2000,http://localhost:8080/todos,582,0,1
1629372428049,152,get all todos,200,,jp@gc - stress test 1-1456,text,true,,91896,121,2000,2000,http://localhost:8080/todos,151,0,1
1629372428054,156,get all todos,200,,jp@gc - stress test 1-1449,text,true,,91896,121,2000,2000,http://localhost:8080/todos,156,0,0
1629372428068,468,get all todos,200,,jp@gc - stress test 1-1430,text,true,,91896,121,2000,2000,http://localhost:8080/todos,468,0,0
1629372427817,941,get all todos,200,,jp@gc - stress test 1-1484,text,true,,91896,121,2000,2000,http://localhost:8080/todos,128,0,3
1629372427803,949,get all todos,200,,jp@gc - stress test 1-1486,text,true,,91896,121,2000,2000,http://localhost:8080/todos,142,0,3
1629372428038,156,get all todos,200,,jp@gc - stress test 1-1472,text,true,,91896,121,2000,2000,http://localhost:8080/todos,93,0,2
1629372427792,137,get all todos,200,,jp@gc - stress test 1-1491,text,true,,91896,121,2000,2000,http://localhost:8080/todos,137,0,1
1629372428053,602,get all todos,200,,jp@gc - stress test 1-1450,text,true,,91896,121,2000,2000,http://localhost:8080/todos,602,0,1
